Islamic Center of Amarillo,"601 Quail Creek Dr, Amarillo, TX 79124",35.211311679629844,-101.91080393320505,20
Burmese Muslim Community of Amarillo,"1124 Aster St, Amarillo, TX 79107",35.22671674743179,-101.77276471841498,25
Masjid Al-Huda,"2354 Fritch Hwy, Amarillo, TX 79108",35.2354073357449,-101.77077325052787,15
